churn,accountlength,internationalplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaleveminutes,totalevecalls,totalnightminutes,totalnightcalls,totalintlminutes,totalintlcalls,numbercustomerservicecalls
0,124.0,0,0.0,192.6,108.0,223.3,106.0,187.0,84.0,4.2,2.0,1.0
1,90.0,0,0.0,235.0,77.0,267.3,94.0,222.1,119.0,5.3,4.0,3.0
0,111.0,0,0.0,187.8,107.0,246.0,70.0,175.9,88.0,10.5,7.0,0.0
0,135.0,0,0.0,167.1,105.0,131.6,120.0,242.6,83.0,10.4,2.0,3.0
0,57.0,1,0.0,227.4,94.0,146.4,115.0,211.4,92.0,8.3,5.0,1.0
1,63.0,0,0.0,162.5,86.0,165.4,112.0,163.7,67.0,13.4,6.0,4.0
0,97.0,0,0.0,164.2,97.0,232.2,85.0,198.8,118.0,6.5,3.0,1.0
0,93.0,1,0.0,172.4,133.0,205.6,77.0,245.8,126.0,9.1,9.0,1.0
0,97.0,0,0.0,259.6,138.0,233.9,91.0,140.6,119.0,13.0,4.0,1.0
0,109.0,1,0.0,166.5,101.0,268.4,119.0,126.2,112.0,10.2,3.0,3.0
0,132.0,0,0.0,140.3,144.0,294.8,89.0,153.5,126.0,11.7,4.0,2.0
0,152.0,0,0.0,284.6,113.0,141.8,101.0,127.4,78.0,12.6,5.0,0.0
0,36.0,0,0.0,184.6,132.0,193.7,69.0,283.5,83.0,5.9,3.0,1.0
0,118.0,0,0.0,161.6,96.0,223.9,113.0,240.6,137.0,6.8,2.0,0.0
0,67.0,0,0.0,178.0,77.0,233.6,88.0,175.6,88.0,6.3,4.0,2.0
0,164.0,0,0.0,215.6,90.0,171.6,99.0,110.4,105.0,11.3,6.0,1.0
0,180.0,0,0.0,253.9,69.0,184.2,138.0,174.3,83.0,0.4,7.0,1.0
0,126.0,0,0.0,120.0,82.0,213.6,111.0,312.9,136.0,7.5,6.0,1.0
0,138.0,0,0.0,138.7,124.0,280.3,64.0,206.7,98.0,10.4,4.0,1.0
0,101.0,0,0.0,189.0,122.0,179.2,91.0,186.8,170.0,11.1,6.0,0.0
0,147.0,0,0.0,134.6,91.0,175.1,83.0,201.1,114.0,8.9,3.0,0.0
0,58.0,0,0.0,181.4,106.0,145.8,77.0,200.3,85.0,7.9,3.0,0.0
0,103.0,0,0.0,205.2,74.0,200.8,97.0,251.1,94.0,11.2,1.0,1.0
1,152.0,0,0.0,302.8,143.0,189.8,69.0,214.9,114.0,10.9,4.0,2.0
0,44.0,0,0.0,213.2,85.0,224.0,128.0,137.8,74.0,12.5,5.0,1.0
0,75.0,0,0.0,192.0,106.0,140.4,97.0,190.1,94.0,7.6,5.0,2.0
0,103.0,0,0.0,107.9,111.0,166.9,129.0,208.5,78.0,9.7,3.0,1.0
0,126.0,0,0.0,181.7,102.0,216.3,114.0,317.9,83.0,12.4,6.0,1.0
0,104.0,0,0.0,191.8,105.0,148.7,96.0,234.8,123.0,19.3,4.0,1.0
0,119.0,0,0.0,215.1,105.0,249.4,104.0,249.9,83.0,10.8,8.0,2.0
0,142.0,0,0.0,204.2,98.0,188.9,85.0,231.2,136.0,6.5,6.0,1.0
0,108.0,0,0.0,221.8,105.0,108.2,107.0,207.1,87.0,12.1,3.0,2.0
0,171.0,0,0.0,221.5,103.0,109.5,58.0,134.6,115.0,11.6,4.0,1.0
0,33.0,0,0.0,228.1,77.0,176.3,102.0,224.5,119.0,7.5,1.0,0.0
1,68.0,1,0.0,197.7,99.0,188.8,106.0,254.6,80.0,19.2,4.0,3.0
0,104.0,0,0.0,174.1,97.0,174.6,104.0,182.7,158.0,9.3,4.0,3.0
0,173.0,0,0.0,154.6,81.0,147.3,100.0,132.9,99.0,6.9,5.0,0.0
0,81.0,0,0.0,176.1,113.0,162.0,80.0,160.9,83.0,11.9,4.0,1.0
0,70.0,0,0.0,156.6,82.0,193.1,112.0,179.8,108.0,12.6,1.0,1.0
0,32.0,0,0.0,103.6,78.0,238.5,115.0,186.9,70.0,11.0,4.0,2.0
0,111.0,0,0.0,162.1,98.0,217.6,87.0,264.1,107.0,7.7,1.0,0.0
0,96.0,0,0.0,149.2,125.0,210.6,119.0,290.5,102.0,9.4,3.0,4.0
0,79.0,0,0.0,187.3,108.0,177.1,72.0,269.2,135.0,9.5,3.0,3.0
1,123.0,0,0.0,222.4,90.0,286.3,104.0,300.8,95.0,9.9,3.0,2.0
1,88.0,0,0.0,82.7,94.0,157.5,130.0,205.9,81.0,10.6,4.0,0.0
0,109.0,0,0.0,168.0,103.0,190.8,100.0,196.9,65.0,7.1,4.0,0.0
0,129.0,0,0.0,52.2,93.0,128.8,117.0,141.7,63.0,9.4,12.0,1.0
0,70.0,0,0.0,205.7,80.0,221.4,103.0,206.2,117.0,14.2,5.0,2.0
0,113.0,0,0.0,193.1,93.0,206.4,85.0,215.9,102.0,11.1,2.0,1.0
0,38.0,0,0.0,228.3,129.0,141.9,83.0,268.6,116.0,9.7,3.0,2.0
0,170.0,0,0.0,215.4,94.0,138.2,97.0,237.1,117.0,12.5,5.0,1.0
0,59.0,0,0.0,163.5,107.0,187.1,91.0,179.1,100.0,10.3,1.0,2.0
0,152.0,0,0.0,216.7,70.0,152.7,102.0,181.2,99.0,11.6,6.0,1.0
0,91.0,0,0.0,197.3,120.0,202.4,89.0,290.5,128.0,15.3,7.0,1.0
0,112.0,0,0.0,168.4,53.0,187.5,68.0,204.5,125.0,9.8,3.0,1.0
0,100.0,0,0.0,129.4,69.0,251.3,73.0,157.1,92.0,10.4,3.0,1.0
0,42.0,1,0.0,260.9,94.0,152.8,123.0,212.6,94.0,11.1,4.0,1.0
1,68.0,0,0.0,267.9,80.0,145.4,143.0,273.3,119.0,14.9,1.0,3.0
0,132.0,0,0.0,172.7,90.0,344.0,62.0,301.6,113.0,5.5,4.0,0.0
0,137.0,1,0.0,159.1,80.0,239.8,81.0,249.0,96.0,8.5,5.0,0.0
0,42.0,0,0.0,166.8,138.0,212.4,78.0,194.7,70.0,12.4,9.0,2.0
0,135.0,0,0.0,129.4,104.0,199.0,96.0,142.4,81.0,12.3,4.0,1.0
0,102.0,0,0.0,171.5,77.0,261.0,107.0,328.8,72.0,10.2,1.0,0.0
1,117.0,0,0.0,180.6,134.0,216.6,96.0,101.0,122.0,10.6,6.0,4.0
0,72.0,0,0.0,153.8,64.0,304.4,106.0,185.0,125.0,8.4,5.0,1.0
0,48.0,0,0.0,176.9,110.0,274.3,114.0,115.3,125.0,11.0,2.0,1.0
0,155.0,0,0.0,250.5,89.0,146.1,84.0,164.2,60.0,8.4,3.0,1.0
1,124.0,0,0.0,282.8,108.0,246.3,89.0,256.4,96.0,10.3,1.0,3.0
0,91.0,0,0.0,142.6,90.0,286.8,102.0,222.2,113.0,14.8,3.0,0.0
0,169.0,0,0.0,276.1,120.0,123.5,88.0,261.9,116.0,11.9,5.0,1.0
0,74.0,0,0.0,154.3,71.0,262.3,105.0,235.3,99.0,13.9,4.0,0.0
0,142.0,0,0.0,108.1,81.0,146.9,115.0,197.6,84.0,9.0,7.0,1.0
1,50.0,0,0.0,160.1,64.0,208.7,123.0,199.7,84.0,7.6,12.0,5.0
0,82.0,0,0.0,217.6,82.0,169.4,101.0,248.9,124.0,12.7,3.0,0.0
1,111.0,1,0.0,159.4,47.0,269.3,53.0,179.8,103.0,13.7,2.0,2.0
0,55.0,0,0.0,181.3,100.0,200.5,122.0,226.9,99.0,10.9,2.0,1.0
0,96.0,1,0.0,99.8,101.0,253.6,83.0,112.5,75.0,7.5,6.0,0.0
0,115.0,0,0.0,254.8,97.0,153.5,110.0,217.6,117.0,9.0,4.0,1.0
1,65.0,0,0.0,244.5,72.0,206.2,88.0,299.8,110.0,7.6,1.0,5.0
0,50.0,0,0.0,167.7,74.0,179.9,98.0,166.5,73.0,10.9,2.0,1.0
0,137.0,0,0.0,79.5,121.0,164.1,86.0,121.8,108.0,11.7,7.0,2.0
1,95.0,0,0.0,133.0,94.0,196.6,126.0,181.0,128.0,9.9,3.0,4.0
1,118.0,0,0.0,297.2,113.0,188.8,114.0,188.9,100.0,12.4,6.0,1.0
0,84.0,0,0.0,214.9,72.0,197.7,92.0,153.1,79.0,11.9,2.0,2.0
0,42.0,0,0.0,269.9,99.0,37.8,76.0,166.6,139.0,13.8,1.0,1.0
0,53.0,0,0.0,143.8,102.0,199.6,124.0,177.8,65.0,7.8,4.0,1.0
1,123.0,0,0.0,132.2,122.0,169.9,101.0,150.1,123.0,12.9,11.0,3.0
0,60.0,0,0.0,162.8,117.0,163.2,121.0,242.4,140.0,14.2,2.0,1.0
1,112.0,0,0.0,351.5,95.0,206.8,108.0,275.8,146.0,11.9,4.0,1.0
0,43.0,0,0.0,165.8,96.0,132.0,105.0,323.2,62.0,10.7,6.0,0.0
0,92.0,0,0.0,250.6,100.0,41.7,94.0,186.2,100.0,9.7,6.0,2.0
0,68.0,0,0.0,141.9,112.0,166.2,94.0,223.5,77.0,9.2,6.0,1.0
0,159.0,0,0.0,168.5,80.0,203.9,119.0,199.1,126.0,8.1,2.0,1.0
0,119.0,0,0.0,197.2,111.0,168.1,78.0,209.8,84.0,4.2,2.0,1.0
1,60.0,1,0.0,97.2,91.0,243.7,93.0,235.0,116.0,10.1,2.0,1.0
0,74.0,0,0.0,180.0,110.0,212.9,100.0,182.3,95.0,11.8,10.0,0.0
0,118.0,0,0.0,232.4,92.0,191.0,68.0,213.0,138.0,7.7,4.0,1.0
0,124.0,0,0.0,151.6,119.0,198.1,93.0,173.4,91.0,11.6,3.0,3.0
0,133.0,0,0.0,172.2,81.0,214.9,123.0,184.3,90.0,11.1,6.0,3.0
0,49.0,0,0.0,260.9,88.0,174.2,103.0,262.8,98.0,10.6,4.0,1.0
0,112.0,0,0.0,124.4,109.0,196.1,119.0,166.1,89.0,10.2,4.0,2.0
0,130.0,0,0.0,126.8,101.0,144.1,105.0,249.6,117.0,11.4,8.0,2.0
0,130.0,0,0.0,110.0,107.0,181.9,85.0,208.0,94.0,11.7,3.0,1.0
0,188.0,0,0.0,231.1,92.0,182.4,93.0,227.2,89.0,9.8,5.0,4.0
0,174.0,0,0.0,187.4,74.0,144.6,142.0,235.7,102.0,10.2,1.0,1.0
0,57.0,0,0.0,166.4,114.0,76.8,119.0,260.1,77.0,10.9,3.0,3.0
0,98.0,1,0.0,172.5,118.0,198.5,107.0,230.2,105.0,12.6,3.0,1.0
0,105.0,0,0.0,141.8,85.0,191.3,101.0,133.6,126.0,10.9,3.0,1.0
0,100.0,0,0.0,218.9,124.0,237.5,99.0,189.7,52.0,11.0,6.0,2.0
0,132.0,0,0.0,138.7,101.0,257.5,85.0,165.6,92.0,7.8,1.0,2.0
1,117.0,1,0.0,158.1,101.0,315.1,96.0,176.1,108.0,13.9,2.0,3.0
0,65.0,0,0.0,97.9,138.0,173.0,102.0,262.2,92.0,9.2,4.0,1.0
1,131.0,0,0.0,103.5,105.0,174.1,103.0,248.2,95.0,11.7,2.0,5.0
0,114.0,0,0.0,206.3,113.0,223.5,97.0,234.3,119.0,8.1,6.0,2.0
0,94.0,0,0.0,229.2,103.0,163.9,133.0,190.1,67.0,7.4,6.0,3.0
1,67.0,0,0.0,125.0,96.0,294.5,114.0,205.7,75.0,10.2,4.0,1.0
0,116.0,0,0.0,119.0,94.0,144.3,110.0,199.7,65.0,8.8,5.0,2.0
1,107.0,0,0.0,260.6,81.0,246.1,116.0,243.3,117.0,12.8,9.0,0.0
0,110.0,0,0.0,149.2,128.0,112.8,101.0,156.3,111.0,12.2,4.0,1.0
0,29.0,0,0.0,163.7,109.0,207.3,88.0,266.2,101.0,10.4,2.0,1.0
0,76.0,0,0.0,223.0,109.0,218.7,97.0,138.6,126.0,11.6,8.0,2.0
0,115.0,0,0.0,200.2,115.0,268.8,109.0,185.4,102.0,12.8,2.0,3.0
0,68.0,0,0.0,248.6,59.0,199.1,126.0,112.5,117.0,6.5,3.0,2.0
0,69.0,0,0.0,245.6,128.0,173.0,101.0,111.8,118.0,14.2,7.0,2.0
0,97.0,0,0.0,238.6,85.0,203.3,75.0,180.5,127.0,16.2,8.0,0.0
0,108.0,1,0.0,86.1,97.0,227.9,101.0,225.8,102.0,9.1,3.0,3.0
0,79.0,0,0.0,161.6,94.0,187.5,110.0,220.8,71.0,10.3,7.0,2.0
1,52.0,0,0.0,257.9,80.0,220.7,82.0,225.4,70.0,16.8,3.0,2.0
0,114.0,0,0.0,209.2,127.0,165.3,93.0,196.8,98.0,10.6,8.0,3.0
0,100.0,0,0.0,239.1,96.0,180.1,110.0,259.2,112.0,14.0,2.0,0.0
1,124.0,0,0.0,133.2,80.0,144.2,98.0,261.0,102.0,12.0,3.0,3.0
0,112.0,0,0.0,135.7,34.0,243.0,99.0,209.3,115.0,12.2,8.0,1.0
0,95.0,0,0.0,135.2,93.0,285.9,123.0,228.1,112.0,10.0,2.0,3.0
1,61.0,0,0.0,140.8,126.0,212.5,115.0,141.7,79.0,6.4,5.0,4.0
0,42.0,0,0.0,160.2,103.0,159.8,116.0,255.7,87.0,12.9,3.0,1.0
0,104.0,0,0.0,153.7,86.0,160.3,78.0,176.6,140.0,9.6,8.0,1.0
0,184.0,0,0.0,237.6,86.0,157.0,105.0,163.6,103.0,14.2,2.0,2.0
0,29.0,0,0.0,182.1,92.0,180.4,91.0,206.4,128.0,7.2,2.0,2.0
0,5.0,0,0.0,198.7,108.0,146.7,86.0,216.8,95.0,9.5,3.0,2.0
0,165.0,0,0.0,195.2,84.0,229.5,116.0,185.3,147.0,11.9,3.0,0.0
0,156.0,0,0.0,81.7,133.0,242.5,117.0,203.8,112.0,12.3,6.0,3.0
0,115.0,0,0.0,265.9,112.0,132.9,94.0,185.2,106.0,14.6,7.0,1.0
0,109.0,1,0.0,186.5,106.0,190.3,103.0,168.5,128.0,10.5,6.0,2.0
1,117.0,0,0.0,185.6,115.0,174.8,83.0,188.2,122.0,6.7,4.0,4.0
0,148.0,0,0.0,249.7,91.0,185.1,90.0,234.2,88.0,10.5,1.0,1.0
0,135.0,0,0.0,204.1,116.0,150.2,74.0,108.1,154.0,8.1,1.0,2.0
0,26.0,0,0.0,83.2,93.0,199.5,64.0,242.6,112.0,10.7,4.0,1.0
0,78.0,0,0.0,211.4,105.0,249.9,77.0,199.6,129.0,9.3,2.0,2.0
0,78.0,0,0.0,185.8,102.0,251.6,88.0,202.8,86.0,13.3,6.0,2.0
0,121.0,0,0.0,123.6,113.0,229.4,85.0,242.9,97.0,10.3,4.0,0.0
0,101.0,0,0.0,202.5,91.0,142.5,134.0,219.6,102.0,10.1,4.0,3.0
0,90.0,0,0.0,169.4,127.0,157.2,111.0,172.4,103.0,10.7,2.0,1.0
0,83.0,0,0.0,135.2,76.0,161.0,98.0,129.3,105.0,9.0,6.0,0.0
0,81.0,0,0.0,125.1,103.0,209.6,103.0,186.2,78.0,11.8,1.0,1.0
1,119.0,0,0.0,287.1,83.0,218.4,124.0,151.5,42.0,11.0,4.0,1.0
0,134.0,0,0.0,199.7,107.0,205.8,86.0,198.8,125.0,8.3,5.0,0.0
0,48.0,0,0.0,247.6,114.0,172.3,110.0,264.4,107.0,7.1,3.0,1.0
0,185.0,0,0.0,158.5,93.0,294.7,69.0,146.2,116.0,16.6,3.0,0.0
0,159.0,0,0.0,181.0,107.0,188.4,114.0,175.8,41.0,9.9,4.0,7.0
1,142.0,1,0.0,160.6,101.0,202.0,125.0,221.7,100.0,8.8,2.0,1.0
0,104.0,0,0.0,111.9,105.0,197.7,121.0,302.8,108.0,10.1,5.0,1.0
0,82.0,0,0.0,120.5,107.0,176.3,124.0,258.0,121.0,10.5,5.0,0.0
0,76.0,0,0.0,156.3,117.0,115.7,53.0,316.4,121.0,6.8,4.0,1.0
0,88.0,0,0.0,242.4,89.0,161.4,89.0,142.4,95.0,5.4,2.0,1.0
0,118.0,0,0.0,178.4,81.0,182.7,119.0,251.4,109.0,10.8,2.0,1.0
1,139.0,0,0.0,258.7,94.0,190.3,132.0,247.2,73.0,11.4,2.0,1.0
0,167.0,0,0.0,94.9,114.0,315.8,105.0,181.0,71.0,10.8,6.0,0.0
0,138.0,0,0.0,182.0,101.0,200.3,119.0,208.9,131.0,13.4,3.0,4.0
0,130.0,0,0.0,162.0,62.0,278.1,108.0,197.5,82.0,9.1,4.0,1.0
0,87.0,0,0.0,176.6,83.0,221.6,101.0,185.3,89.0,9.4,1.0,0.0
0,69.0,0,0.0,198.8,141.0,203.7,110.0,177.1,109.0,15.2,2.0,4.0
0,109.0,0,0.0,150.6,106.0,147.4,108.0,173.2,109.0,9.5,5.0,1.0
0,53.0,0,0.0,198.3,100.0,304.2,93.0,131.5,85.0,9.2,5.0,2.0
0,59.0,0,0.0,189.1,141.0,198.2,113.0,280.2,103.0,2.2,7.0,1.0
0,124.0,0,0.0,156.9,74.0,195.8,82.0,181.0,99.0,8.8,2.0,1.0
0,73.0,0,0.0,67.0,76.0,223.0,154.0,236.5,151.0,11.2,2.0,1.0
0,94.0,0,0.0,261.3,89.0,152.4,139.0,120.2,124.0,10.5,2.0,0.0
0,80.0,0,0.0,135.1,92.0,185.0,103.0,147.1,74.0,14.7,5.0,3.0
0,101.0,1,0.0,92.1,109.0,163.0,83.0,133.3,102.0,9.7,11.0,2.0
0,115.0,0,0.0,173.5,121.0,168.3,100.0,138.3,105.0,7.8,5.0,1.0
0,100.0,1,0.0,156.3,82.0,259.4,91.0,143.7,93.0,8.3,7.0,5.0
0,85.0,0,0.0,274.7,79.0,119.4,122.0,296.9,74.0,9.4,10.0,1.0
1,110.0,0,0.0,244.7,84.0,106.4,95.0,194.9,61.0,10.5,1.0,2.0
0,92.0,1,0.0,183.6,96.0,149.7,55.0,135.2,71.0,11.8,4.0,0.0
0,102.0,0,0.0,167.1,80.0,222.9,94.0,179.9,103.0,11.6,3.0,5.0
0,134.0,0,0.0,177.1,120.0,218.1,123.0,183.8,93.0,12.7,5.0,3.0
0,96.0,0,0.0,217.8,120.0,139.6,109.0,227.7,111.0,11.6,3.0,0.0
0,42.0,0,0.0,143.7,96.0,221.0,98.0,108.9,94.0,8.6,1.0,2.0
0,175.0,0,0.0,185.0,104.0,325.8,86.0,85.4,105.0,14.6,2.0,1.0
1,32.0,1,0.0,265.5,75.0,119.7,77.0,169.9,128.0,14.8,6.0,2.0
1,101.0,0,0.0,332.1,91.0,151.0,123.0,277.8,99.0,11.3,3.0,1.0
0,120.0,0,0.0,163.6,109.0,237.3,95.0,186.2,141.0,12.3,5.0,0.0
0,122.0,0,0.0,190.0,125.0,141.5,77.0,216.8,68.0,15.9,3.0,3.0
0,52.0,0,0.0,153.7,100.0,174.2,139.0,242.3,53.0,14.1,3.0,1.0
0,182.0,0,0.0,160.3,87.0,229.9,101.0,185.3,96.0,8.7,11.0,2.0
0,130.0,0,0.0,140.9,68.0,217.5,109.0,123.6,96.0,13.6,4.0,3.0
0,106.0,0,0.0,168.4,85.0,123.3,95.0,162.5,83.0,4.6,4.0,3.0
1,150.0,0,0.0,150.9,92.0,191.0,106.0,223.6,107.0,8.3,4.0,5.0
1,94.0,0,0.0,255.1,96.0,276.9,67.0,226.5,74.0,10.6,2.0,0.0
0,116.0,0,0.0,154.0,127.0,280.4,68.0,213.0,56.0,8.6,2.0,6.0
0,89.0,0,0.0,94.5,107.0,191.8,85.0,196.2,131.0,15.0,5.0,1.0
0,45.0,0,0.0,135.0,116.0,159.0,108.0,170.3,130.0,11.1,15.0,1.0
1,74.0,0,0.0,286.9,113.0,260.8,121.0,137.1,94.0,12.6,6.0,0.0
0,158.0,0,0.0,165.4,70.0,280.1,104.0,121.8,106.0,10.4,9.0,1.0
1,76.0,0,0.0,222.0,99.0,215.9,122.0,204.1,131.0,8.2,5.0,3.0
0,102.0,1,0.0,209.8,85.0,165.7,100.0,230.1,92.0,8.7,6.0,0.0
1,161.0,0,0.0,252.3,120.0,243.8,98.0,284.4,96.0,9.2,2.0,1.0
1,116.0,0,0.0,255.5,93.0,224.4,122.0,317.3,85.0,12.7,4.0,1.0
0,49.0,0,0.0,101.7,71.0,223.2,102.0,182.1,112.0,7.3,3.0,3.0
0,86.0,0,0.0,227.9,105.0,218.7,118.0,223.2,120.0,14.2,5.0,3.0
0,39.0,0,0.0,185.0,113.0,106.5,125.0,167.3,78.0,12.0,2.0,0.0
0,118.0,0,0.0,142.2,96.0,164.9,107.0,183.7,92.0,7.1,4.0,1.0
0,57.0,0,0.0,140.0,100.0,174.7,102.0,258.5,111.0,13.3,4.0,1.0
0,138.0,0,0.0,157.5,96.0,271.7,107.0,138.2,84.0,10.7,6.0,2.0
0,98.0,0,0.0,237.5,130.0,213.2,85.0,194.1,107.0,10.1,3.0,0.0
0,67.0,0,0.0,164.5,79.0,110.3,108.0,203.9,102.0,9.8,2.0,1.0
0,77.0,0,0.0,215.5,81.0,170.9,100.0,170.3,59.0,10.3,3.0,1.0
1,106.0,1,0.0,196.7,100.0,210.2,109.0,173.8,83.0,7.8,1.0,4.0
0,32.0,0,0.0,230.7,122.0,204.7,134.0,142.0,86.0,8.7,3.0,2.0
0,131.0,0,0.0,131.3,39.0,242.9,101.0,278.8,100.0,8.5,2.0,2.0
0,100.0,0,0.0,167.2,100.0,141.2,87.0,251.3,76.0,6.1,6.0,3.0
1,174.0,0,0.0,222.3,102.0,173.8,123.0,297.2,97.0,5.7,2.0,0.0
1,98.0,0,0.0,198.6,92.0,349.4,99.0,221.7,83.0,7.3,6.0,2.0
0,42.0,0,0.0,139.4,109.0,223.8,121.0,244.9,105.0,4.6,3.0,1.0
0,99.0,0,0.0,130.4,121.0,219.9,103.0,84.1,85.0,9.8,3.0,2.0
0,122.0,0,0.0,184.6,88.0,148.8,98.0,309.7,58.0,14.3,2.0,3.0
1,4.0,1,0.0,169.7,96.0,131.8,94.0,245.1,86.0,14.2,4.0,0.0
0,119.0,0,0.0,153.2,131.0,116.6,85.0,218.5,74.0,10.1,5.0,1.0
0,31.0,0,0.0,224.5,96.0,191.2,72.0,214.5,100.0,9.1,1.0,2.0
1,114.0,0,0.0,247.8,95.0,255.1,98.0,224.1,105.0,9.5,6.0,1.0
0,47.0,1,0.0,177.1,104.0,217.4,97.0,191.8,131.0,9.7,5.0,2.0
0,77.0,0,0.0,134.5,119.0,119.7,104.0,250.7,112.0,9.3,5.0,0.0
0,193.0,0,0.0,180.5,114.0,117.9,80.0,192.9,97.0,10.2,4.0,2.0
0,149.0,0,0.0,244.2,83.0,262.0,72.0,144.5,113.0,7.0,4.0,1.0
0,87.0,0,0.0,221.4,69.0,195.2,53.0,120.6,91.0,13.7,4.0,1.0
0,1.0,0,0.0,241.5,114.0,195.2,94.0,201.6,93.0,14.1,3.0,3.0
0,62.0,0,0.0,116.5,77.0,186.1,111.0,180.6,72.0,16.1,2.0,3.0
0,112.0,0,0.0,158.1,107.0,181.5,101.0,200.3,126.0,8.3,7.0,1.0
0,82.0,0,0.0,121.6,81.0,191.3,109.0,231.4,81.0,8.6,5.0,3.0
0,86.0,0,0.0,178.3,94.0,264.4,74.0,284.6,109.0,15.0,2.0,0.0
0,141.0,0,0.0,215.8,79.0,112.7,85.0,221.8,109.0,5.6,4.0,2.0
0,127.0,0,0.0,264.5,75.0,179.2,91.0,141.9,93.0,8.0,1.0,1.0
0,69.0,0,0.0,244.8,76.0,77.2,100.0,222.8,102.0,10.0,3.0,0.0
0,131.0,0,0.0,212.8,108.0,212.0,115.0,235.9,96.0,9.8,11.0,0.0
1,87.0,0,0.0,297.4,63.0,118.4,108.0,242.3,72.0,11.0,2.0,2.0
0,63.0,0,0.0,147.8,95.0,201.4,72.0,154.9,118.0,8.6,8.0,1.0
0,148.0,0,0.0,236.5,84.0,236.0,95.0,228.6,124.0,8.3,6.0,2.0
0,68.0,0,0.0,186.5,108.0,190.2,107.0,187.8,103.0,11.0,5.0,1.0
1,72.0,1,0.0,286.1,101.0,306.1,94.0,232.8,89.0,10.3,1.0,4.0
0,119.0,0,0.0,107.2,100.0,221.1,100.0,212.6,96.0,8.3,3.0,2.0
0,136.0,0,0.0,132.4,110.0,254.1,81.0,176.5,100.0,13.0,6.0,2.0
0,97.0,0,0.0,80.7,99.0,262.3,93.0,214.6,130.0,8.8,3.0,0.0
0,149.0,0,0.0,114.5,103.0,228.8,100.0,135.8,74.0,10.7,3.0,0.0
1,59.0,0,0.0,155.5,92.0,192.3,104.0,123.3,106.0,10.5,3.0,4.0
0,77.0,0,0.0,184.7,130.0,194.0,105.0,249.1,91.0,9.0,4.0,1.0
0,110.0,0,0.0,94.1,127.0,283.0,97.0,168.7,69.0,10.3,6.0,2.0
0,70.0,0,0.0,229.3,110.0,118.2,89.0,155.0,105.0,7.9,4.0,1.0
0,155.0,0,0.0,223.8,109.0,233.4,68.0,201.6,111.0,8.8,8.0,1.0
1,125.0,0,0.0,190.2,107.0,209.2,75.0,102.1,136.0,14.2,5.0,4.0
0,83.0,0,0.0,167.0,120.0,209.1,102.0,131.0,107.0,8.6,2.0,1.0
0,94.0,0,0.0,154.8,113.0,261.8,121.0,213.0,81.0,11.6,5.0,0.0
0,92.0,0,0.0,160.5,113.0,287.3,134.0,212.6,93.0,8.2,3.0,3.0
0,82.0,0,0.0,191.9,95.0,116.7,105.0,202.6,113.0,8.2,5.0,0.0
0,65.0,0,0.0,131.5,119.0,222.3,119.0,155.3,83.0,11.1,7.0,1.0
1,102.0,0,0.0,171.6,116.0,219.4,111.0,242.1,85.0,12.1,4.0,0.0
1,112.0,0,0.0,242.1,69.0,235.2,150.0,237.7,106.0,10.0,5.0,3.0
0,78.0,0,0.0,157.3,61.0,242.0,119.0,196.0,107.0,10.6,1.0,1.0
0,77.0,1,0.0,192.7,82.0,198.0,91.0,204.2,95.0,9.0,6.0,1.0
0,126.0,0,0.0,175.6,91.0,151.1,100.0,201.5,100.0,9.9,2.0,1.0
0,38.0,0,0.0,96.9,110.0,241.4,75.0,141.0,69.0,10.8,3.0,0.0
0,87.0,0,0.0,129.5,104.0,194.0,133.0,287.9,65.0,7.2,7.0,2.0
0,72.0,1,0.0,274.0,75.0,162.8,110.0,110.0,121.0,7.7,3.0,4.0
0,69.0,0,0.0,111.7,86.0,187.5,68.0,194.8,128.0,11.6,10.0,2.0
0,85.0,0,0.0,142.7,82.0,179.1,106.0,141.4,88.0,5.0,8.0,3.0
0,176.0,0,0.0,216.7,91.0,233.9,104.0,231.1,110.0,9.0,4.0,1.0
0,133.0,0,0.0,207.1,106.0,283.5,124.0,65.2,107.0,10.5,2.0,3.0
0,146.0,0,0.0,214.8,86.0,230.9,94.0,223.8,100.0,5.8,3.0,3.0
0,31.0,0,0.0,142.9,67.0,109.7,72.0,293.6,112.0,11.5,6.0,0.0
1,78.0,1,0.0,71.5,126.0,166.8,127.0,211.6,86.0,8.3,2.0,3.0
0,118.0,0,0.0,77.6,113.0,126.9,75.0,191.0,79.0,14.9,4.0,1.0
0,119.0,0,0.0,73.7,66.0,160.5,132.0,214.2,67.0,13.0,6.0,3.0
1,141.0,0,0.0,264.3,90.0,216.4,101.0,208.8,72.0,9.6,3.0,0.0
1,91.0,1,0.0,103.2,100.0,124.8,154.0,336.1,111.0,14.0,4.0,2.0
1,150.0,1,0.0,114.8,156.0,135.3,78.0,218.4,98.0,15.6,4.0,1.0
0,76.0,0,0.0,212.5,124.0,215.5,110.0,128.0,94.0,5.2,9.0,3.0
0,66.0,0,0.0,192.4,98.0,187.0,93.0,132.9,82.0,11.2,1.0,0.0
0,139.0,0,0.0,102.2,76.0,230.0,106.0,183.4,136.0,10.8,4.0,1.0
0,122.0,1,0.0,49.5,114.0,214.1,98.0,154.9,120.0,10.0,4.0,0.0
1,91.0,0,0.0,153.2,70.0,231.7,91.0,115.1,80.0,9.8,3.0,4.0
